 Country , Year , IMF based exchange rate , Population , Currency ,  Per capita GNI  ,  Exports of goods and services  ,  Final consumption expenditure  , Gross National Income(GNI) in USD ,  Gross Domestic Product (GDP)  
 Türkiye ,1976,0.000USD,405.0M, New Turkish Lira , $1.9K , $33.64M , $55.19B ,$75.37B, $73.57B 
 Türkiye ,1977,0.000USD,413.9M, New Turkish Lira , $2.1K , $27.22M , $65.21B ,$85.79B, $83.88B 
 Türkiye ,1978,0.000USD,422.9M, New Turkish Lira , $2.2K , $34.59M , $73.30B ,$94.49B, $92.58B 
 Türkiye ,1979,0.000USD,431.9M, New Turkish Lira , $3.0K , $40.54M , $100.00B ,$129.00B, $126.00B 
 Türkiye ,1980,0.000USD,440.9M, New Turkish Lira , $2.2K , $43.66M , $78.26B ,$97.22B, $94.77B 
 Türkiye ,1981,0.000USD,449.8M, New Turkish Lira , $2.2K , $70.04M , $74.21B ,$101.00B, $97.86B 
 Türkiye ,1982,0.000USD,459.5M, New Turkish Lira , $2.0K , $91.66M , $67.93B ,$91.00B, $88.92B 
 Türkiye ,1983,0.000USD,470.3M, New Turkish Lira , $1.8K , $94.08M , $66.35B ,$86.14B, $84.97B 
 Türkiye ,1984,0.000USD,481.1M, New Turkish Lira , $1.8K , $114.00M , $64.52B ,$84.27B, $82.64B 
 Türkiye ,1985,0.001USD,491.8M, New Turkish Lira , $1.9K , $129.10M , $68.39B ,$94.40B, $92.62B 
 Türkiye ,1986,0.001USD,502.2M, New Turkish Lira , $2.1K , $122.12M , $73.46B ,$106.00B, $104.00B 
 Türkiye ,1987,0.001USD,512.5M, New Turkish Lira , $2.4K , $158.84M , $84.44B ,$122.00B, $120.00B 
 Türkiye ,1988,0.001USD,522.8M, New Turkish Lira , $2.4K , $198.21M , $82.20B ,$127.00B, $125.00B 
 Türkiye ,1989,0.002USD,533.1M, New Turkish Lira , $2.8K , $203.03M , $102.00B ,$151.00B, $148.00B 
 Türkiye ,1990,0.003USD,543.2M, New Turkish Lira , $3.9K , $234.09M , $152.00B ,$212.00B, $208.00B 
 Türkiye ,1991,0.004USD,553.2M, New Turkish Lira , $3.8K , $244.50M , $159.00B ,$212.00B, $208.00B 
 Türkiye ,1992,0.007USD,563.0M, New Turkish Lira , $4.0K , $267.78M , $166.00B ,$224.00B, $219.00B 
 Türkiye ,1993,0.011USD,573.0M, New Turkish Lira , $4.4K , $288.52M , $187.00B ,$253.00B, $249.00B 
 Türkiye ,1994,0.030USD,583.1M, New Turkish Lira , $3.1K , $326.41M , $135.00B ,$183.00B, $180.00B 
 Türkiye ,1995,0.046USD,593.1M, New Turkish Lira , $4.0K , $393.89M , $174.00B ,$239.00B, $233.00B 
 Türkiye ,1996,0.081USD,602.9M, New Turkish Lira , $4.3K , $457.19M , $181.00B ,$256.00B, $250.00B 
 Türkiye ,1997,0.152USD,612.8M, New Turkish Lira , $4.4K , $545.87M , $193.00B ,$270.00B, $262.00B 
 Türkiye ,1998,0.261USD,622.4M, New Turkish Lira , $4.6K , $570.27M , $207.00B ,$286.00B, $276.00B 
 Türkiye ,1999,0.419USD,631.9M, New Turkish Lira , $4.1K , $482.30M , $202.00B ,$262.00B, $256.00B 
 Türkiye ,2000,0.625USD,641.1M, New Turkish Lira , $4.3K , $545.33M , $216.00B ,$279.00B, $274.00B 
 Türkiye ,2001,1.226USD,650.7M, New Turkish Lira , $3.1K , $548.40M , $156.00B ,$201.00B, $202.00B 
 Türkiye ,2002,1.507USD,659.9M, New Turkish Lira , $3.6K , $603.15M , $184.00B ,$239.00B, $240.00B 
 Türkiye ,2003,1.501USD,668.7M, New Turkish Lira , $4.7K , $723.76M , $245.00B ,$312.00B, $315.00B 
 Türkiye ,2004,1.426USD,677.9M, New Turkish Lira , $6.0K , $965.93M , $313.00B ,$405.00B, $409.00B 
 Türkiye ,2005,1.344USD,687.0M, New Turkish Lira , $7.3K , $1110.00M , $383.00B ,$500.00B, $506.00B 
 Türkiye ,2006,1.428USD,696.0M, New Turkish Lira , $7.9K , $1250.00M , $416.00B ,$550.00B, $557.00B 
 Türkiye ,2007,1.303USD,704.7M, New Turkish Lira , $9.5K , $1490.00M , $514.00B ,$670.00B, $681.00B 
 Türkiye ,2008,1.302USD,713.2M, New Turkish Lira , $10.6K , $1820.00M , $575.00B ,$757.00B, $770.00B 
 Türkiye ,2009,1.550USD,722.3M, New Turkish Lira , $8.8K , $1520.00M , $501.00B ,$637.00B, $649.00B 
 Türkiye ,2010,1.503USD,732.0M, New Turkish Lira , $10.5K , $1650.00M , $603.00B ,$765.00B, $777.00B 
 Türkiye ,2011,1.675USD,741.7M, New Turkish Lira , $11.1K , $1930.00M , $640.00B ,$825.00B, $839.00B 
 Türkiye ,2012,1.796USD,752.8M, New Turkish Lira , $11.5K , $2150.00M , $670.00B ,$867.00B, $881.00B 
 Türkiye ,2013,1.904USD,765.8M, New Turkish Lira , $12.3K , $2280.00M , $721.00B ,$942.00B, $958.00B 
 Türkiye ,2014,2.189USD,781.1M, New Turkish Lira , $11.9K , $2370.00M , $698.00B ,$926.00B, $939.00B 
 Türkiye ,2015,2.720USD,796.5M, New Turkish Lira , $10.7K , $2120.00M , $638.00B ,$850.00B, $864.00B 
 Türkiye ,2016,3.020USD,810.2M, New Turkish Lira , $10.5K , $2010.00M , $645.00B ,$854.00B, $870.00B 
 Türkiye ,2017,3.648USD,820.9M, New Turkish Lira , $10.2K , $2240.00M , $627.00B ,$840.00B, $859.00B 
 Türkiye ,2018,4.828USD,828.1M, New Turkish Lira , $9.3K , $2430.00M , $552.00B ,$767.00B, $778.00B 
 Türkiye ,2019,5.674USD,834.8M, New Turkish Lira , $9.0K , $2470.00M , $550.00B ,$747.00B, $760.00B 
 Türkiye ,2020,7.009USD,841.4M, New Turkish Lira , $8.4K , $2070.00M , $518.00B ,$711.00B, $720.00B 
 Türkiye ,2021,8.850USD,847.8M, New Turkish Lira , $9.5K , $2890.00M , $560.00B ,$807.00B, $819.00B 
 Turkmenistan ,1990,0.000USD,37.2M, Turkmenistan Manat , $0.8K , $34.13M , $1.78B ,$3.09B, $3.07B 
 Turkmenistan ,1991,0.000USD,38.2M, Turkmenistan Manat , $0.8K , $33.39M , $1.75B ,$3.05B, $3.03B 
 Turkmenistan ,1992,0.000USD,39.3M, Turkmenistan Manat , $0.7K , $26.45M , $1.62B ,$2.65B, $2.63B 
 Turkmenistan ,1993,0.000USD,40.3M, Turkmenistan Manat , $0.7K , $15.74M , $1.19B ,$2.76B, $2.74B 
 Turkmenistan ,1994,0.004USD,41.3M, Turkmenistan Manat , $0.6K , $33.55M , $1.33B ,$2.40B, $2.31B 
 Turkmenistan ,1995,0.022USD,42.3M, Turkmenistan Manat , $0.5K , $31.20M , $1.51B ,$2.21B, $2.19B 
 Turkmenistan ,1996,0.652USD,43.0M, Turkmenistan Manat , $0.6K , $25.17M , $1.34B ,$2.40B, $2.38B 
 Turkmenistan ,1997,0.829USD,43.6M, Turkmenistan Manat , $0.6K , $13.75M , $2.19B ,$2.77B, $2.68B 
 Turkmenistan ,1998,0.978USD,44.3M, Turkmenistan Manat , $0.7K , $9.35M , $2.65B ,$2.90B, $2.86B 
 Turkmenistan ,1999,1.040USD,45.0M, Turkmenistan Manat , $0.9K , $21.65M , $3.38B ,$3.85B, $3.86B 
 Turkmenistan ,2000,1.040USD,45.7M, Turkmenistan Manat , $1.0K , $47.96M , $2.55B ,$4.72B, $4.93B 
 Turkmenistan ,2001,1.040USD,46.4M, Turkmenistan Manat , $1.5K , $56.43M , $4.42B ,$6.73B, $6.75B 
 Turkmenistan ,2002,1.040USD,47.0M, Turkmenistan Manat , $1.8K , $60.07M , $4.94B ,$8.46B, $8.70B 
 Turkmenistan ,2003,1.040USD,47.6M, Turkmenistan Manat , $2.3K , $70.26M , $7.77B ,$11.13B, $11.28B 
 Turkmenistan ,2004,1.040USD,48.2M, Turkmenistan Manat , $2.5K , $74.96M , $9.10B ,$11.97B, $12.16B 
 Turkmenistan ,2005,1.040USD,48.9M, Turkmenistan Manat , $2.7K , $92.17M , $8.48B ,$13.19B, $14.17B 
 Turkmenistan ,2006,1.040USD,49.5M, Turkmenistan Manat , $3.1K , $118.53M , $6.86B ,$15.23B, $16.21B 
 Turkmenistan ,2007,1.040USD,50.2M, Turkmenistan Manat , $3.6K , $139.43M , $8.35B ,$17.96B, $18.49B 
 Turkmenistan ,2008,2.287USD,51.0M, Turkmenistan Manat , $4.0K , $138.55M , $9.65B ,$20.47B, $21.63B 
 Turkmenistan ,2009,2.850USD,51.8M, Turkmenistan Manat , $3.7K , $150.79M , $4.86B ,$18.96B, $20.21B 
 Turkmenistan ,2010,2.850USD,52.7M, Turkmenistan Manat , $3.9K , $172.34M , $3.24B ,$20.69B, $22.58B 
 Turkmenistan ,2011,2.850USD,53.6M, Turkmenistan Manat , $4.9K , $218.36M , $4.94B ,$26.41B, $29.23B 
 Turkmenistan ,2012,2.850USD,54.6M, Turkmenistan Manat , $5.8K , $257.61M , $8.42B ,$31.84B, $35.16B 
 Turkmenistan ,2013,2.850USD,55.6M, Turkmenistan Manat , $6.4K , $293.03M , $7.21B ,$35.78B, $39.20B 
 Turkmenistan ,2014,2.850USD,56.6M, Turkmenistan Manat , $7.0K , $323.11M , $8.59B ,$39.60B, $43.52B 
 Turkmenistan ,2015,3.476USD,57.7M, Turkmenistan Manat , $5.9K , $267.08M , $7.46B ,$33.94B, $36.05B 
 Turkmenistan ,2016,3.500USD,58.7M, Turkmenistan Manat , $6.0K , $268.95M , $7.09B ,$35.23B, $36.17B 
 Turkmenistan ,2017,3.500USD,59.7M, Turkmenistan Manat , $6.1K , $298.52M , $8.05B ,$36.35B, $40.22B 
 Turkmenistan ,2018,3.500USD,60.7M, Turkmenistan Manat , $6.4K , $313.45M , $8.49B ,$39.04B, $42.23B 
 Turkmenistan ,2019,3.500USD,61.6M, Turkmenistan Manat , $7.1K , $341.19M , $9.15B ,$43.58B, $45.94B 
 Turkmenistan ,2020,3.500USD,62.5M, Turkmenistan Manat , $7.0K , $342.50M , $9.23B ,$43.76B, $46.13B 
 Turkmenistan ,2021,3.500USD,63.4M, Turkmenistan Manat , $8.1K , $400.58M , $10.80B ,$51.18B, $53.95B 
 Turks and Caicos Islands ,1970,1.000USD,.1M, US Dollar , $1.6K , $.06M , $.01B ,$.01B, $.01B 
 Turks and Caicos Islands ,1971,1.000USD,.1M, US Dollar , $1.8K , $.07M , $.01B ,$.01B, $.01B 
 Turks and Caicos Islands ,1972,1.000USD,.1M, US Dollar , $2.0K , $.08M , $.01B ,$.01B, $.01B 
 Turks and Caicos Islands ,1973,1.000USD,.1M, US Dollar , $2.2K , $.09M , $.01B ,$.01B, $.01B 
 Turks and Caicos Islands ,1974,1.000USD,.1M, US Dollar , $2.4K , $.10M , $.01B ,$.01B, $.02B 
 Turks and Caicos Islands ,1975,1.000USD,.1M, US Dollar , $2.6K , $.11M , $.01B ,$.02B, $.02B 
 Turks and Caicos Islands ,1976,1.000USD,.1M, US Dollar , $2.8K , $.12M , $.02B ,$.02B, $.02B 
 Turks and Caicos Islands ,1977,1.000USD,.1M, US Dollar , $3.1K , $.14M , $.02B ,$.02B, $.02B 
 Turks and Caicos Islands ,1978,1.000USD,.1M, US Dollar , $3.3K , $.16M , $.02B ,$.02B, $.03B 
 Turks and Caicos Islands ,1979,1.000USD,.1M, US Dollar , $3.6K , $.18M , $.02B ,$.03B, $.03B 
 Turks and Caicos Islands ,1980,1.000USD,.1M, US Dollar , $4.0K , $.20M , $.02B ,$.03B, $.03B 
 Turks and Caicos Islands ,1981,1.000USD,.1M, US Dollar , $4.2K , $.22M , $.03B ,$.03B, $.04B 
 Turks and Caicos Islands ,1982,1.000USD,.1M, US Dollar , $4.5K , $.25M , $.03B ,$.04B, $.04B 
 Turks and Caicos Islands ,1983,1.000USD,.1M, US Dollar , $4.9K , $.28M , $.04B ,$.04B, $.05B 
 Turks and Caicos Islands ,1984,1.000USD,.1M, US Dollar , $5.3K , $.32M , $.04B ,$.05B, $.05B 
 Turks and Caicos Islands ,1985,1.000USD,.1M, US Dollar , $5.7K , $.36M , $.05B ,$.05B, $.06B 
 Turks and Caicos Islands ,1986,1.000USD,.1M, US Dollar , $6.3K , $.41M , $.05B ,$.06B, $.07B 
 Turks and Caicos Islands ,1987,1.000USD,.1M, US Dollar , $7.6K , $.45M , $.06B ,$.08B, $.07B 
 Turks and Caicos Islands ,1988,1.000USD,.1M, US Dollar , $8.3K , $.51M , $.06B ,$.09B, $.08B 
 Turks and Caicos Islands ,1989,1.000USD,.1M, US Dollar , $8.7K , $.58M , $.07B ,$.10B, $.09B 
 Turks and Caicos Islands ,1990,1.000USD,.1M, US Dollar , $9.4K , $.66M , $.08B ,$.11B, $.11B 
 Turks and Caicos Islands ,1991,1.000USD,.1M, US Dollar , $10.2K , $.75M , $.09B ,$.13B, $.12B 
 Turks and Caicos Islands ,1992,1.000USD,.1M, US Dollar , $10.8K , $.75M , $.11B ,$.14B, $.13B 
 Turks and Caicos Islands ,1993,1.000USD,.1M, US Dollar , $12.0K , $.95M , $.12B ,$.17B, $.15B 
 Turks and Caicos Islands ,1994,1.000USD,.1M, US Dollar , $13.0K , $1.13M , $.14B ,$.19B, $.17B 
 Turks and Caicos Islands ,1995,1.000USD,.2M, US Dollar , $13.8K , $1.22M , $.16B ,$.21B, $.19B 
 Turks and Caicos Islands ,1996,1.000USD,.2M, US Dollar , $14.8K , $1.40M , $.09B ,$.23B, $.21B 
 Turks and Caicos Islands ,1997,1.000USD,.2M, US Dollar , $15.6K , $1.50M , $.11B ,$.26B, $.24B 
 Turks and Caicos Islands ,1998,1.000USD,.2M, US Dollar , $16.8K , $1.62M , $.13B ,$.29B, $.27B 
 Turks and Caicos Islands ,1999,1.000USD,.2M, US Dollar , $17.9K , $2.03M , $.14B ,$.32B, $.29B 
 Turks and Caicos Islands ,2000,1.000USD,.2M, US Dollar , $18.6K , $2.51M , $.15B ,$.35B, $.32B 
 Turks and Caicos Islands ,2001,1.000USD,.2M, US Dollar , $20.1K , $2.68M , $.17B ,$.39B, $.36B 
 Turks and Caicos Islands ,2002,1.000USD,.2M, US Dollar , $19.5K , $2.77M , $.18B ,$.40B, $.37B 
 Turks and Caicos Islands ,2003,1.000USD,.2M, US Dollar , $20.6K , $2.86M , $.21B ,$.45B, $.41B 
 Turks and Caicos Islands ,2004,1.000USD,.2M, US Dollar , $23.2K , $3.30M , $.25B ,$.53B, $.49B 
 Turks and Caicos Islands ,2005,1.000USD,.2M, US Dollar , $26.4K , $3.70M , $.35B ,$.63B, $.58B 
 Turks and Caicos Islands ,2006,1.000USD,.3M, US Dollar , $31.4K , $4.58M , $.52B ,$.79B, $.72B 
 Turks and Caicos Islands ,2007,1.000USD,.3M, US Dollar , $32.2K , $4.86M , $.62B ,$.85B, $.77B 
 Turks and Caicos Islands ,2008,1.000USD,.3M, US Dollar , $34.4K , $6.79M , $.53B ,$.94B, $.86B 
 Turks and Caicos Islands ,2009,1.000USD,.3M, US Dollar , $26.9K , $5.20M , $.40B ,$.77B, $.70B 
 Turks and Caicos Islands ,2010,1.000USD,.3M, US Dollar , $25.3K , $5.60M , $.33B ,$.75B, $.69B 
 Turks and Caicos Islands ,2011,1.000USD,.3M, US Dollar , $25.9K , $5.67M , $.45B ,$.80B, $.73B 
 Turks and Caicos Islands ,2012,1.000USD,.3M, US Dollar , $24.8K , $5.57M , $.48B ,$.80B, $.73B 
 Turks and Caicos Islands ,2013,1.000USD,.3M, US Dollar , $24.6K , $5.93M , $.44B ,$.83B, $.75B 
 Turks and Caicos Islands ,2014,1.000USD,.3M, US Dollar , $26.3K , $6.53M , $.52B ,$.92B, $.84B 
 Turks and Caicos Islands ,2015,1.000USD,.4M, US Dollar , $28.2K , $7.31M , $.59B ,$1.03B, $.94B 
 Turks and Caicos Islands ,2016,1.000USD,.4M, US Dollar , $29.5K , $8.05M , $.63B ,$1.13B, $1.03B 
 Turks and Caicos Islands ,2017,1.000USD,.4M, US Dollar , $28.1K , $7.95M , $.64B ,$1.12B, $1.02B 
 Turks and Caicos Islands ,2018,1.000USD,.4M, US Dollar , $29.4K , $8.66M , $.69B ,$1.22B, $1.11B 
 Turks and Caicos Islands ,2019,1.000USD,.4M, US Dollar , $30.4K , $9.32M , $.74B ,$1.31B, $1.20B 
 Turks and Caicos Islands ,2020,1.000USD,.4M, US Dollar , $22.8K , $7.19M , $.57B ,$1.01B, $.92B 
 Turks and Caicos Islands ,2021,1.000USD,.5M, US Dollar , $22.9K , $7.34M , $.58B ,$1.03B, $.94B 
 Tuvalu ,1970,0.893USD,.1M, Australian Dollar , $0.8K , $.00M , $.00B ,$.00B, $.00B 
 Tuvalu ,1971,0.883USD,.1M, Australian Dollar , $0.9K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1972,0.839USD,.1M, Australian Dollar , $1.0K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1973,0.703USD,.1M, Australian Dollar , $1.2K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1974,0.697USD,.1M, Australian Dollar , $1.2K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1975,0.764USD,.1M, Australian Dollar , $1.1K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1976,0.818USD,.1M, Australian Dollar , $1.1K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1977,0.902USD,.1M, Australian Dollar , $0.9K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1978,0.874USD,.1M, Australian Dollar , $1.0K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1979,0.895USD,.1M, Australian Dollar , $1.0K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1980,0.878USD,.1M, Australian Dollar , $1.0K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1981,0.870USD,.1M, Australian Dollar , $1.1K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1982,0.986USD,.1M, Australian Dollar , $0.9K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1983,1.110USD,.1M, Australian Dollar , $0.9K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1984,1.140USD,.1M, Australian Dollar , $1.0K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1985,1.432USD,.1M, Australian Dollar , $0.8K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1986,1.496USD,.1M, Australian Dollar , $1.0K , $.00M , $.00B ,$.01B, $.00B 
 Tuvalu ,1987,1.428USD,.1M, Australian Dollar , $1.1K , $.00M , $.01B ,$.01B, $.01B 
 Tuvalu ,1988,1.280USD,.1M, Australian Dollar , $1.6K , $.00M , $.01B ,$.01B, $.01B 
 Tuvalu ,1989,1.265USD,.1M, Australian Dollar , $1.7K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1990,1.281USD,.1M, Australian Dollar , $1.9K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1991,1.284USD,.1M, Australian Dollar , $2.0K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1992,1.362USD,.1M, Australian Dollar , $2.1K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1993,1.471USD,.1M, Australian Dollar , $1.9K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1994,1.368USD,.1M, Australian Dollar , $2.2K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1995,1.349USD,.1M, Australian Dollar , $2.3K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1996,1.278USD,.1M, Australian Dollar , $2.4K , $.01M , $.01B ,$.02B, $.01B 
 Tuvalu ,1997,1.347USD,.1M, Australian Dollar , $2.6K , $.00M , $.01B ,$.03B, $.01B 
 Tuvalu ,1998,1.592USD,.1M, Australian Dollar , $2.5K , $.00M , $.01B ,$.02B, $.01B 
 Tuvalu ,1999,1.550USD,.1M, Australian Dollar , $2.6K , $.00M , $.01B ,$.03B, $.01B 
 Tuvalu ,2000,1.725USD,.1M, Australian Dollar , $2.3K , $.00M , $.02B ,$.02B, $.01B 
 Tuvalu ,2001,1.933USD,.1M, Australian Dollar , $2.5K , $.02M , $.01B ,$.02B, $.01B 
 Tuvalu ,2002,1.841USD,.1M, Australian Dollar , $3.3K , $.02M , $.02B ,$.03B, $.02B 
 Tuvalu ,2003,1.542USD,.1M, Australian Dollar , $2.9K , $.03M , $.03B ,$.03B, $.02B 
 Tuvalu ,2004,1.360USD,.1M, Australian Dollar , $3.8K , $.03M , $.04B ,$.04B, $.02B 
 Tuvalu ,2005,1.309USD,.1M, Australian Dollar , $3.7K , $.03M , $.04B ,$.04B, $.02B 
 Tuvalu ,2006,1.328USD,.1M, Australian Dollar , $3.8K , $.02M , $.05B ,$.04B, $.02B 
 Tuvalu ,2007,1.195USD,.1M, Australian Dollar , $4.3K , $.02M , $.05B ,$.04B, $.03B 
 Tuvalu ,2008,1.192USD,.1M, Australian Dollar , $4.7K , $.03M , $.07B ,$.05B, $.03B 
 Tuvalu ,2009,1.282USD,.1M, Australian Dollar , $4.1K , $.03M , $.05B ,$.04B, $.03B 
 Tuvalu ,2010,1.090USD,.1M, Australian Dollar , $4.8K , $.04M , $.06B ,$.05B, $.03B 
 Tuvalu ,2011,0.969USD,.1M, Australian Dollar , $5.3K , $.05M , $.08B ,$.06B, $.04B 
 Tuvalu ,2012,0.966USD,.1M, Australian Dollar , $6.0K , $.05M , $.08B ,$.06B, $.04B 
 Tuvalu ,2013,1.036USD,.1M, Australian Dollar , $6.0K , $.06M , $.08B ,$.07B, $.04B 
 Tuvalu ,2014,1.109USD,.1M, Australian Dollar , $5.7K , $.05M , $.08B ,$.06B, $.04B 
 Tuvalu ,2015,1.331USD,.1M, Australian Dollar , $6.1K , $.05M , $.08B ,$.07B, $.04B 
 Tuvalu ,2016,1.345USD,.1M, Australian Dollar , $7.3K , $.06M , $.07B ,$.08B, $.04B 
 Tuvalu ,2017,1.305USD,.1M, Australian Dollar , $7.5K , $.07M , $.07B ,$.08B, $.05B 
 Tuvalu ,2018,1.338USD,.1M, Australian Dollar , $9.1K , $.07M , $.07B ,$.10B, $.05B 
 Tuvalu ,2019,1.439USD,.1M, Australian Dollar , $8.0K , $.07M , $.08B ,$.09B, $.05B 
 Tuvalu ,2020,1.453USD,.1M, Australian Dollar , $8.3K , $.07M , $.08B ,$.09B, $.05B 
 Tuvalu ,2021,1.331USD,.1M, Australian Dollar , $7.2K , $.08M , $.09B ,$.08B, $.06B 
 Uganda ,1970,0.071USD,103.2M, Uganda Shilling , $0.1K , $4.48M , $1.07B ,$1.41B, $1.42B 
 Uganda ,1971,0.071USD,106.2M, Uganda Shilling , $0.1K , $4.27M , $1.23B ,$1.55B, $1.58B 
 Uganda ,1972,0.071USD,108.9M, Uganda Shilling , $0.2K , $4.48M , $1.32B ,$1.69B, $1.71B 
 Uganda ,1973,0.070USD,111.5M, Uganda Shilling , $0.2K , $4.34M , $1.58B ,$1.99B, $2.00B 
 Uganda ,1974,0.071USD,114.3M, Uganda Shilling , $0.2K , $4.70M , $1.95B ,$2.41B, $2.43B 
 Uganda ,1975,0.074USD,117.3M, Uganda Shilling , $0.2K , $3.14M , $2.35B ,$2.78B, $2.79B 
 Uganda ,1976,0.083USD,120.5M, Uganda Shilling , $0.2K , $4.37M , $2.42B ,$2.93B, $2.94B 
 Uganda ,1977,0.083USD,123.7M, Uganda Shilling , $0.3K , $4.22M , $2.65B ,$3.15B, $3.17B 
 Uganda ,1978,0.077USD,127.0M, Uganda Shilling , $0.3K , $1.85M , $2.83B ,$3.24B, $3.25B 
 Uganda ,1979,0.075USD,130.1M, Uganda Shilling , $0.2K , $1.99M , $2.77B ,$3.07B, $3.08B 
 Uganda ,1980,0.074USD,132.8M, Uganda Shilling , $0.2K , $1.85M , $3.03B ,$3.23B, $3.25B 
 Uganda ,1981,0.501USD,135.6M, Uganda Shilling , $0.3K , $1.39M , $3.44B ,$3.66B, $3.69B 
 Uganda ,1982,0.940USD,138.8M, Uganda Shilling , $0.3K , $3.31M , $3.62B ,$4.17B, $4.22B 
 Uganda ,1983,1.539USD,142.3M, Uganda Shilling , $0.3K , $3.79M , $3.86B ,$4.57B, $4.67B 
 Uganda ,1984,3.597USD,146.2M, Uganda Shilling , $0.3K , $5.56M , $3.73B ,$4.55B, $4.61B 
 Uganda ,1985,6.720USD,150.4M, Uganda Shilling , $0.3K , $4.35M , $3.92B ,$4.67B, $4.74B 
 Uganda ,1986,14.000USD,154.9M, Uganda Shilling , $0.3K , $5.35M , $4.50B ,$5.34B, $5.40B 
 Uganda ,1987,42.841USD,159.7M, Uganda Shilling , $0.4K , $4.36M , $5.07B ,$6.00B, $6.04B 
 Uganda ,1988,106.136USD,164.9M, Uganda Shilling , $0.4K , $4.44M , $5.76B ,$6.85B, $6.91B 
 Uganda ,1989,223.092USD,170.3M, Uganda Shilling , $0.4K , $3.82M , $5.24B ,$6.03B, $6.10B 
 Uganda ,1990,428.855USD,175.9M, Uganda Shilling , $0.2K , $2.53M , $3.63B ,$4.24B, $4.32B 
 Uganda ,1991,734.010USD,181.7M, Uganda Shilling , $0.2K , $2.47M , $2.95B ,$3.44B, $3.50B 
 Uganda ,1992,1133.834USD,188.0M, Uganda Shilling , $0.2K , $2.17M , $3.16B ,$3.64B, $3.76B 
 Uganda ,1993,1195.017USD,194.6M, Uganda Shilling , $0.2K , $2.52M , $3.27B ,$3.83B, $3.89B 
 Uganda ,1994,979.445USD,201.3M, Uganda Shilling , $0.3K , $5.50M , $4.92B ,$6.02B, $6.11B 
 Uganda ,1995,968.917USD,206.8M, Uganda Shilling , $0.3K , $6.61M , $5.88B ,$7.08B, $7.15B 
 Uganda ,1996,1046.085USD,212.5M, Uganda Shilling , $0.3K , $8.37M , $6.28B ,$7.19B, $7.24B 
 Uganda ,1997,1083.009USD,218.8M, Uganda Shilling , $0.4K , $7.47M , $6.73B ,$7.78B, $7.80B 
 Uganda ,1998,1240.306USD,225.4M, Uganda Shilling , $0.3K , $7.11M , $6.35B ,$7.48B, $7.49B 
 Uganda ,1999,1454.827USD,232.8M, Uganda Shilling , $0.3K , $6.96M , $6.09B ,$7.10B, $7.11B 
 Uganda ,2000,1644.475USD,240.2M, Uganda Shilling , $0.3K , $6.18M , $5.92B ,$6.66B, $6.78B 
 Uganda ,2001,1755.659USD,247.6M, Uganda Shilling , $0.3K , $6.43M , $6.24B ,$6.83B, $7.05B 
 Uganda ,2002,1797.551USD,255.5M, Uganda Shilling , $0.3K , $6.54M , $6.59B ,$7.25B, $7.41B 
 Uganda ,2003,1963.720USD,263.5M, Uganda Shilling , $0.3K , $7.79M , $6.80B ,$7.67B, $7.83B 
 Uganda ,2004,1810.305USD,271.5M, Uganda Shilling , $0.3K , $10.49M , $7.91B ,$9.12B, $9.38B 
 Uganda ,2005,1780.666USD,279.5M, Uganda Shilling , $0.4K , $14.16M , $9.35B ,$10.83B, $11.16B 
 Uganda ,2006,1831.453USD,287.7M, Uganda Shilling , $0.4K , $15.22M , $10.81B ,$11.93B, $12.24B 
 Uganda ,2007,1723.492USD,296.3M, Uganda Shilling , $0.5K , $23.72M , $12.55B ,$14.77B, $15.06B 
 Uganda ,2008,1720.444USD,305.1M, Uganda Shilling , $0.6K , $30.35M , $15.71B ,$17.87B, $18.20B 
 Uganda ,2009,2030.488USD,314.1M, Uganda Shilling , $0.8K , $32.38M , $21.40B ,$24.62B, $24.92B 
 Uganda ,2010,2177.558USD,323.4M, Uganda Shilling , $0.9K , $33.59M , $24.92B ,$30.32B, $30.70B 
